product_id,category,price,brand,stock
P000069,Beauty,812.14,Boat,299
P000070,Sports,417.58,Boat,816
P000071,Sports,406.24,Samsung,-10
P000072,,334.19,Samsung,368
P000073,Electronics,301.71,Samsung,369
P000074,Beauty,215.43,Nike,900
P000075,Sports,338.72,Sony,832
P000076,Beauty,129.73,sony,586
P000077,,576.63,Sony,515
P000078,Electronics,616.33,sony,97
P000079,Sports,174.42,,-2
P000080,Electronics,765.93,Boat,575
P000081,Electronics,701.35,,979
P000082,electronics,261.42,sony,148
P000083,Fashion,347.42,Sony,524
P000084,Home,477.22,Samsung,440
P000085,Beauty,793.37,Sony,553
P000086,Home,546.81,Sony,441
P000087,electronics,466.89,Boat,432
P000088,Electronics,262.45,,999
P000089,Beauty,462.19,sony,497
P000090,Beauty,331.08,,446
P000091,Fashion,382.62,sony,440
P000092,electronics,632.56,Boat,846
P000093,,358.7,Samsung,653
P000094,Sports,127.22,,531
P000095,,291.77,Nike,781
P000096,Beauty,219.19,Samsung,391
P000097,Electronics,161.0,Samsung,44
P000098,Beauty,840.6,Boat,346
P000099,Sports,667.98,Boat,-7
P000100,Home,659.51,Samsung,466
P000101,,89.46,Samsung,455
P000102,Home,1525.07,Sony,284
P000103,,313.9,Nike,650
P000104,,258.96,Sony,811
P000105,Electronics,181.15,Boat,654
P000106,electronics,632.03,Sony,652
P000107,,469.94,Nike,360
P000108,Beauty,194.68,Samsung,524
P000109,Beauty,454.86,Samsung,430
P000110,Fashion,344.95,Sony,158
P000111,electronics,260.69,Samsung,869
P000112,Beauty,195.7,,811
P000113,,549.73,Nike,70
P000114,Beauty,296.88,,725
P000115,Fashion,428.93,Boat,589
P000116,Sports,203.21,Samsung,572
P000117,Sports,388.67,sony,953
P000118,Home,82.07,Sony,439
P000119,Electronics,1380.5,sony,182
P000120,Beauty,803.35,Sony,733
P000121,,95.5,Sony,742
P000122,Home,492.76,sony,840
P000123,,2892.08,sony,975
P000124,Sports,786.71,Sony,642
P000125,,289.02,sony,809
P000126,Beauty,400.54,Sony,451
P000127,Beauty,182.62,Samsung,53
P000128,electronics,553.95,Samsung,368
P000129,Electronics,183.01,sony,509
P000130,Beauty,1715.37,Sony,316
P000131,,179.1,sony,24
P000132,Beauty,668.94,Sony,613
P000133,,16116.999999999998,Nike,501
P000134,Home,388.2,Boat,537
P000135,Electronics,723.37,,209
P000136,Sports,2659.61,Sony,590
P000137,Fashion,446.51,Samsung,181
P000138,,492.22,sony,448
P000139,Beauty,584.02,Samsung,-11
P000140,Home,434.37,Boat,467
P000141,Beauty,919.1,sony,528
P000142,Electronics,1595.28,Boat,223
P000143,Fashion,236.76,Nike,275
P000144,Fashion,301.96,sony,600
P000145,Beauty,396.3,sony,625
P000146,Beauty,335.97,Nike,824
P000147,Home,364.19,Nike,23
P000148,Electronics,289.28,,163
P000149,electronics,417.09,Samsung,893
P000150,Home,419.66,,173
P000151,Electronics,478.76,Sony,28
P000152,Electronics,459.49,,146
P000153,Electronics,2766.98,Nike,543
P000154,Home,344.89,Nike,910
P000155,Fashion,446.52,sony,502
P000156,Fashion,107.95,Boat,68
P000157,Sports,331.19,sony,195
P000158,,99.47,Nike,397
P000159,Sports,347.42,Boat,888
P000160,,219.04,Sony,939
P000161,Home,1276.72,Nike,117
P000162,Home,354.79,,951
P000163,Fashion,168.72,Samsung,904
P000164,,558.88,Nike,154
P000165,Sports,794.88,sony,700
P000166,electronics,252.17,Nike,710
P000167,Electronics,746.36,Boat,927
P000168,Beauty,248.12,Nike,-10
P000169,,1046.82,Samsung,950
P000170,electronics,241.71,Samsung,373
P000171,,114.02,Boat,577
P000172,Electronics,340.98,Boat,570
P000173,,2155.63,,235
P000174,Electronics,251.0,,549
P000175,Sports,899.65,Samsung,813
P000176,Electronics,512.02,Samsung,805
P000177,Home,341.69,sony,238
P000178,Fashion,370.76,sony,481
P000179,Home,276.59,Samsung,194
P000180,,536.18,,424
P000181,,571.41,sony,87
P000182,Electronics,917.37,,212
P000183,Sports,213.42,Sony,473
P000184,,29925.0,Samsung,530
P000185,Sports,206.56,Boat,93
P000186,,642.81,Boat,560
P000187,electronics,564.01,Nike,139
P000188,Fashion,597.23,Nike,3
P000189,Beauty,474.55,Samsung,534
P000190,electronics,464.33,Nike,347
P000191,Beauty,745.84,Sony,676
P000192,Sports,72.79,Nike,748
P000193,Fashion,299.38,Boat,908
P000194,,289.36,,512
P000195,Sports,385.69,Nike,435
P000196,,104.06,,125
P000197,Beauty,637.69,Nike,433
P000198,Beauty,342.74,,904
P000199,,973.93,Boat,961
P000200,electronics,493.09,Samsung,600
P000201,Electronics,230.52,Nike,787
P000202,Fashion,1838.24,sony,907
P000203,Beauty,210.5,sony,260
P000204,electronics,292.72,Nike,748
P000205,Beauty,693.4,Boat,365
P000206,Beauty,879.47,Boat,254
P000207,Beauty,1076.62,Boat,552
P000208,,635.98,sony,334
P000209,Sports,827.4,Sony,526
P000210,Beauty,1020.3,sony,259
P000211,electronics,479.74,sony,956
P000212,Fashion,1015.95,Samsung,452
P000213,Home,810.47,sony,128
P000214,Beauty,355.36,Boat,543
P000215,Beauty,592.09,Sony,181
P000216,electronics,108.92,sony,708
P000217,Fashion,895.98,Nike,348
P000218,Beauty,46459.5,,796
P000219,Fashion,1154.54,Nike,652
P000220,Fashion,216.49,Sony,60
P000221,Fashion,808.71,sony,877
P000222,Home,592.01,Samsung,793
P000223,Electronics,231.56,,410
P000224,Fashion,330.92,Samsung,753
P000225,Sports,515.71,,345
P000226,Beauty,363.05,Boat,188
P000227,Fashion,13775.0,Boat,641
P000228,,22720.5,,360
P000229,Beauty,171.31,Sony,898
P000230,Home,119.99,,-7
P000231,Sports,290.07,Sony,315
P000232,Fashion,749.75,Samsung,954
P000233,Sports,285.21,Samsung,418
P000234,Home,440.07,Sony,790
P000235,Home,138.51,Sony,66
P000236,Fashion,208.92,Nike,839
P000237,,892.71,Boat,842
P000238,electronics,460.69,Samsung,617
P000239,Beauty,850.78,Boat,693
P000240,Beauty,604.37,sony,496
P000241,Fashion,578.74,Sony,472
P000242,Electronics,170.3,Samsung,930
P000243,Fashion,335.63,Boat,24
P000244,Fashion,145.42,Nike,961
P000245,Sports,251.87,Sony,302
P000246,,1656.24,Sony,445
P000247,Beauty,1394.64,Samsung,738
P000248,electronics,724.39,sony,80
P000249,Fashion,572.22,Nike,129
P000250,electronics,557.57,Nike,334
P000251,Fashion,666.54,Samsung,871
P000252,electronics,302.12,Nike,821
P000253,Home,273.99,,852
P000254,Sports,622.87,Sony,654
P000255,,240.46,Nike,482
P000256,Sports,137.98,Samsung,896
P000257,Beauty,117.04,sony,835
P000258,Sports,172.28,Nike,663
P000259,Sports,460.88,Samsung,219
P000260,Electronics,895.79,,102
P000261,Home,300.46,Samsung,308
P000262,Beauty,192.21,sony,470
P000263,Sports,385.79,sony,480
P000264,,325.01,Nike,646
P000265,Home,506.18,sony,723
P000266,Sports,923.19,Sony,856
P000267,Electronics,422.11,Boat,873
P000268,Beauty,492.57,Sony,635
P000269,electronics,265.31,sony,216
P000270,electronics,479.43,Sony,171
P000271,Beauty,68.11,Nike,869
P000272,Electronics,355.92,Nike,135
P000273,electronics,1753.23,,962
P000274,,506.25,Boat,836
P000275,Electronics,398.31,Samsung,229
P000276,,869.93,Boat,861
P000277,,170.82,Sony,142
P000278,electronics,252.73,Samsung,897
P000279,Sports,302.43,Sony,820
P000280,Beauty,130.87,sony,782
P000281,Fashion,335.87,Samsung,235
P000282,Fashion,555.1,,566
P000283,electronics,586.45,Nike,900
P000284,Electronics,272.44,sony,320
P000285,electronics,120.34,Boat,354
P000286,Home,601.89,Nike,350
P000287,electronics,384.8,,916
P000288,Beauty,712.71,Sony,824
P000289,Beauty,230.0,Samsung,810
P000290,electronics,235.34,sony,520
P000291,Beauty,792.28,Nike,69
P000292,Beauty,857.15,Samsung,528
P000293,Beauty,149.77,,334
P000294,Beauty,194.49,Boat,233
P000295,,383.42,sony,610
P000296,Sports,724.76,,150
P000297,Fashion,672.59,,546
P000298,Sports,259.08,Sony,937
P000299,Home,212.26,Boat,432
P000300,electronics,500.81,sony,556
P000301,electronics,1637.01,Nike,772
P000302,Sports,860.93,sony,560
P000303,Beauty,206.07,Samsung,259
P000304,Sports,1026.4,Boat,659
P000305,Electronics,375.65,sony,385
P000306,Fashion,221.29,Nike,441
P000307,Beauty,307.84,sony,735
P000308,Home,549.44,sony,963
P000309,Fashion,782.45,Sony,289
P000310,Sports,93.13,,342
P000311,,282.92,Samsung,143
P000312,Fashion,297.71,,457
P000313,Electronics,221.93,Nike,729
P000314,Home,304.55,Sony,616
P000315,Home,1223.37,Nike,330
P000316,electronics,101.49,Nike,374
P000317,,300.97,,833
P000318,,252.98,Nike,52
P000319,,620.56,Sony,544
P000320,Home,319.38,Sony,318
P000321,Home,670.22,Nike,499
P000322,Beauty,197.55,Samsung,148
P000323,Fashion,1244.98,,30
P000324,Home,1219.93,Boat,552
P000325,electronics,400.25,Nike,204
P000326,Beauty,826.38,Nike,563
P000327,,653.53,sony,954
P000328,Beauty,598.44,sony,973
P000329,Home,84.69,,761
P000330,Fashion,241.34,Boat,749
P000331,Electronics,188.84,Boat,113
P000332,,480.03,,689
P000333,Beauty,417.42,Samsung,401
P000334,Beauty,425.58,Nike,901
P000335,Electronics,217.57,Boat,186
P000336,Electronics,884.07,Samsung,368
P000337,Electronics,314.71,Samsung,83
P000338,Beauty,319.46,sony,471
P000339,Electronics,358.53,sony,147
P000340,Fashion,492.0,Samsung,81
P000341,Electronics,142.23,sony,43
P000342,Sports,57573.0,Sony,981
P000343,Beauty,334.72,Nike,186
P000344,Beauty,592.94,sony,412
P000345,Fashion,257.73,Sony,121
P000346,,192.41,,221
P000347,Home,524.13,,151
P000348,,315.29,sony,166
P000349,Beauty,187.91,Samsung,679
P000350,,65.77,Samsung,344
P000351,electronics,540.14,Nike,-2
P000352,Fashion,729.32,sony,121
P000353,Beauty,160.0,Samsung,968
P000354,electronics,348.52,sony,558
P000355,Beauty,161.26,Nike,25
P000356,Electronics,2264.77,Nike,680
P000357,Electronics,301.85,Samsung,331
P000358,electronics,1176.13,Nike,112
P000359,Sports,453.85,,481
P000360,Home,601.46,,276
P000361,Beauty,901.87,,762
P000362,Home,58.45,Sony,88
P000363,Home,380.7,Samsung,867
P000364,Home,260.37,Sony,518
P000365,electronics,531.23,sony,137
P000366,Beauty,125.79,,-11
P000367,Home,355.27,Boat,961
P000368,,625.23,,506
P000369,,406.5,sony,683
P000370,Beauty,399.18,Samsung,488
P000371,Beauty,165.78,Nike,54
P000372,Fashion,375.88,sony,425
P000373,Home,255.69,Boat,164
P000374,Sports,173.02,Nike,181
P000375,Beauty,222.25,,557
P000376,electronics,248.71,Samsung,783
P000377,,1212.75,Nike,75
P000378,Electronics,315.68,,294
P000379,,290.72,sony,47
P000380,Sports,468.53,Nike,507
P000381,Home,59.77,Samsung,871
P000382,,479.13,sony,415
P000383,Fashion,874.8,Nike,405
P000384,Electronics,436.84,Boat,653
P000385,Fashion,464.27,Sony,739
P000386,electronics,373.19,sony,965
P000387,Home,219.99,Samsung,857
P000388,Sports,166.17,sony,639
P000389,electronics,564.63,,536
P000390,Beauty,933.33,Boat,88
P000391,Fashion,155.26,Samsung,829
P000392,Electronics,925.25,Boat,413
P000393,electronics,242.45,Samsung,265
P000394,electronics,311.9,sony,542
P000395,Fashion,790.43,,-14
P000396,Fashion,369.38,Samsung,544
P000397,Fashion,970.44,Nike,733
P000398,Electronics,252.11,Samsung,817
P000399,Fashion,213.42,,270
P000400,Sports,631.78,Samsung,323
P000401,Electronics,86.23,Samsung,829
P000402,,821.14,Nike,706
P000403,Home,854.82,sony,842
P000404,Electronics,619.91,,920
P000405,Home,432.47,Boat,771
P000406,Home,200.65,Nike,48
P000407,Electronics,442.48,Sony,829
P000408,Fashion,326.82,Boat,704
P000409,Home,254.66,Samsung,142
P000410,,1301.45,sony,664
P000411,Beauty,333.82,sony,618
P000412,Sports,358.18,Samsung,343
P000413,Electronics,239.28,,491
P000414,Beauty,186.34,,34
P000415,Sports,113.96,sony,164
P000416,Electronics,511.63,Samsung,385
P000417,Electronics,462.7,sony,818
P000418,electronics,380.53,,932
P000419,Sports,324.2,Sony,142
P000420,Fashion,330.24,Samsung,142
P000421,electronics,265.59,Sony,160
P000422,Sports,179.44,Boat,777
P000423,,243.6,sony,346
P000424,Sports,409.45,Samsung,414
P000425,Beauty,298.65,Samsung,193
P000426,Beauty,238.15,sony,933
P000427,Sports,245.66,Nike,60
P000428,electronics,570.31,,99
P000429,Beauty,195.91,,713
P000430,Sports,140.05,sony,627
P000431,Electronics,499.46,sony,652
P000432,Fashion,1183.27,Samsung,534
P000433,Sports,191.09,,702
P000434,,804.99,,930
P000435,Fashion,157.67,,968
P000436,Beauty,394.15,Nike,523
P000437,Sports,164.87,sony,616
P000438,Sports,538.27,Sony,848
P000439,Beauty,503.15,sony,364
P000440,Home,787.54,Nike,43
P000441,Beauty,263.71,Nike,197
P000442,Beauty,254.3,,110
P000443,Beauty,115.94,Sony,491
P000444,Home,726.7,Sony,713
P000445,Home,413.02,Boat,866
P000446,Sports,340.81,Nike,91
P000447,,340.09,Boat,-10
P000448,,1481.02,Samsung,289
P000449,electronics,146.16,,659
P000450,Home,651.08,Sony,820
P000451,Electronics,542.94,sony,408
P000452,Fashion,270.27,Nike,587
P000453,Beauty,473.21,,170
P000454,Beauty,493.33,Samsung,523
P000455,electronics,306.05,,163
P000456,Beauty,139.27,Boat,734
P000457,Sports,988.19,Nike,816
P000458,Fashion,436.9,Samsung,316
P000459,,8523.5,,110
P000460,Sports,50.34,Samsung,114
P000461,Fashion,181.47,Nike,337
P000462,Sports,370.78,,891
P000463,Home,231.81,sony,967
P000464,Home,34117.0,Sony,50
P000465,Sports,755.54,sony,800
P000466,,515.09,Sony,212
P000467,Beauty,439.67,Samsung,545
P000468,,398.12,,732
P000469,Home,446.99,Nike,477
P000470,Electronics,199.58,,731
P000471,Sports,305.98,Nike,751
P000472,electronics,350.22,,341
P000473,,414.58,Nike,618
P000474,electronics,795.27,sony,225
P000475,Beauty,1031.9,Samsung,420
P000476,Beauty,161.23,Boat,2
P000477,Beauty,751.87,Nike,505
P000478,Home,542.07,,553
P000479,Electronics,544.11,Boat,840
P000480,Fashion,301.2,Sony,229
P000481,,142.89,Nike,481
P000482,Beauty,695.96,Sony,251
P000483,Home,323.74,,532
P000484,,457.23,sony,44
P000485,Home,305.73,Boat,351
P000486,,409.51,Nike,610
P000487,Electronics,338.88,Nike,623
P000488,Home,444.95,Sony,897
P000489,,698.25,sony,503
P000490,Fashion,230.5,Samsung,994
P000491,Beauty,203.66,sony,537
P000492,,16840.0,Nike,906
P000493,Home,910.55,Sony,943
P000494,electronics,357.84,Samsung,12
P000495,Home,390.74,Sony,79
P000496,Beauty,116.47,,838
P000497,Beauty,138.51,sony,92
P000498,Home,693.56,,886
P000499,Fashion,282.71,Samsung,681
P000500,Fashion,284.75,Boat,369
P000501,Beauty,168.25,Sony,573
P000502,,176.25,Boat,549
P000503,,167.93,Sony,447
P000504,Electronics,866.85,,647
P000505,,526.52,Boat,673
P000506,Fashion,387.77,,822
P000507,Home,651.45,,327
P000508,Home,524.45,Sony,737
P000509,Home,390.96,Nike,85
P000510,Sports,220.43,Boat,289
P000511,Sports,254.02,sony,989
P000512,,318.38,,418
P000513,Sports,358.29,Nike,273
P000514,Electronics,611.03,sony,979
P000515,Sports,901.68,Boat,992
P000516,Beauty,762.88,Samsung,978
P000517,Fashion,194.05,Samsung,279
P000518,Electronics,285.4,sony,402
P000519,,116.21,Sony,924
P000520,Sports,315.31,,953
P000521,electronics,202.4,sony,906
P000522,Home,589.32,Sony,780
P000523,Home,593.53,,847
P000524,Sports,187.41,Boat,837
P000525,Beauty,1212.1,,909
P000526,electronics,179.16,Boat,309
P000527,Sports,244.18,Boat,621
P000528,Home,788.9,Samsung,303
P000529,Home,383.48,,929
P000530,electronics,385.82,Sony,555
P000531,electronics,390.97,Sony,722
P000532,Fashion,309.11,,339
P000533,electronics,372.19,Samsung,564
P000534,,216.55,Boat,274
P000535,,449.5,Samsung,251
P000536,electronics,1604.18,Boat,674
P000537,,191.51,Boat,265
P000538,,161.75,Sony,676
P000539,electronics,1198.19,Sony,647
P000540,Sports,468.34,Nike,90
P000541,Fashion,546.57,Sony,31
P000542,,952.49,,308
P000543,Home,317.26,Boat,670
P000544,Electronics,385.8,sony,-1
P000545,Home,680.69,Sony,138
P000546,Home,1794.1,Samsung,73
P000547,,516.3,sony,478
P000548,Fashion,213.23,Sony,139
P000549,Sports,623.21,,2
P000550,Home,365.1,Sony,651
P000551,Beauty,942.72,Nike,660
P000552,Electronics,662.12,Boat,744
P000553,,268.09,,252
P000554,Sports,401.81,Samsung,310
P000555,,487.27,,417
P000556,Electronics,200.59,Nike,7
P000557,Electronics,592.56,sony,504
P000558,Beauty,58754.0,Nike,275
P000559,Electronics,140.5,,647
P000560,,630.4,Nike,237
P000561,Fashion,697.54,sony,593
P000562,Electronics,617.16,Sony,444
P000563,electronics,379.66,sony,136
P000564,Electronics,1507.67,sony,509
P000565,Fashion,602.81,Boat,406
P000566,Fashion,1564.28,,920
P000567,electronics,260.44,sony,150
P000568,Fashion,202.48,Boat,791
P000569,Fashion,271.26,Nike,200
P000570,Beauty,563.36,sony,962
P000571,electronics,374.73,Nike,569
P000572,Home,701.43,Sony,237
P000573,,518.56,Nike,710
P000574,Sports,571.14,sony,749
P000575,Home,8946.0,Samsung,250
P000576,Home,1157.37,sony,723
P000577,Fashion,522.78,,816
P000578,electronics,401.77,Nike,750
P000579,Electronics,212.6,Nike,624
P000580,,106.72,sony,119
P000581,Beauty,123.44,Nike,477
P000582,,634.33,sony,576
P000583,Sports,305.27,Samsung,157
P000584,Sports,583.87,Samsung,118
P000585,Beauty,318.77,,489
P000586,Fashion,245.07,Sony,68
P000587,Electronics,1240.26,Samsung,715
P000588,Electronics,88.81,,341
P000589,Beauty,114.25,sony,565
P000590,Home,262.3,Sony,968
P000591,Home,592.7,Sony,126
P000592,Fashion,201.7,,614
P000593,Sports,699.53,Sony,886
P000594,Electronics,286.88,Boat,247
P000595,Home,290.76,Sony,172
P000596,Fashion,1013.92,Nike,478
P000597,,312.99,Boat,510
P000598,Sports,1296.87,sony,216
P000599,Sports,215.88,Boat,759
P000600,Beauty,203.24,Boat,531
P000601,Fashion,411.49,Nike,984
P000602,Electronics,189.13,Nike,476
P000603,,2398.13,Nike,743
P000604,,313.77,,0
P000605,Electronics,196.94,,649
P000606,Beauty,608.16,sony,132
P000607,electronics,224.33,Nike,185
P000608,electronics,241.22,Samsung,404
P000609,Home,323.27,,150
P000610,Beauty,273.75,,186
P000611,Beauty,575.24,Samsung,175
P000612,Fashion,229.25,Samsung,683
P000613,Home,314.16,,961
P000614,Home,327.57,Nike,683
P000615,Home,178.12,Sony,667
P000616,Home,470.07,,462
P000617,Fashion,238.38,,229
P000618,electronics,476.9,Samsung,760
P000619,Beauty,1096.23,Samsung,110
P000620,Fashion,228.59,Boat,389
P000621,electronics,458.83,Sony,134
P000622,Fashion,531.48,Boat,549
P000623,Fashion,400.26,Boat,169
P000624,electronics,495.76,Samsung,220
P000625,Fashion,273.68,Sony,607
P000626,Beauty,557.11,Sony,699
P000627,Electronics,307.62,,795
P000628,Electronics,473.89,sony,844
P000629,Home,1303.99,,822
P000630,Fashion,339.47,,-19
P000631,Beauty,322.63,Boat,68
P000632,electronics,96.03,Samsung,578
P000633,Home,898.77,sony,450
P000634,electronics,629.46,Nike,953
P000635,Sports,1076.15,sony,280
P000636,electronics,537.9,Samsung,858
P000637,Electronics,230.46,sony,784
P000638,,590.63,Nike,459
P000639,,219.69,sony,351
P000640,Beauty,294.57,Nike,-13
P000641,,580.87,,6
P000642,Fashion,454.76,Sony,189
P000643,Fashion,1032.52,Nike,702
P000644,,338.42,,784
P000645,Fashion,512.92,Samsung,180
P000646,,245.64,Nike,793
P000647,Electronics,1424.88,Sony,951
P000648,Sports,3794.95,Sony,444
P000649,Sports,246.85,Sony,855
P000650,Electronics,138.3,sony,419
P000651,electronics,339.51,sony,943
P000652,Beauty,126.39,Samsung,829
P000653,,527.87,Nike,671
P000654,,230.27,Nike,474
P000655,,291.71,Sony,299
P000656,electronics,398.82,Samsung,218
P000657,Sports,187.89,Boat,825
P000658,,845.71,Nike,735
P000659,Electronics,830.54,Sony,667
P000660,Sports,650.57,Sony,396
P000661,Sports,264.8,Samsung,671
P000662,electronics,553.12,sony,788
P000663,,440.72,Sony,749
P000664,electronics,892.64,,74
P000665,Home,581.03,Nike,198
P000666,Home,307.52,Sony,14
P000667,Fashion,246.84,Samsung,986
P000668,electronics,476.69,Sony,505
P000669,Home,376.69,Samsung,776
P000670,electronics,549.27,Samsung,324
P000671,Home,49.82,Nike,25
P000672,electronics,625.15,Nike,905
P000673,Home,457.88,Samsung,110
P000674,Home,69.79,sony,698
P000675,electronics,315.81,sony,276
P000676,Home,388.27,Boat,334
P000677,Electronics,689.66,Nike,81
P000678,Sports,296.12,Sony,162
P000679,electronics,512.61,Nike,537
P000680,Home,610.61,Nike,572
P000681,Home,885.4,Boat,74
P000682,Home,2048.33,Sony,251
P000683,Electronics,608.79,Samsung,441
P000684,electronics,530.2,Nike,984
P000685,Beauty,245.09,Nike,202
P000686,Beauty,538.28,Samsung,381
P000687,Electronics,550.71,,876
P000688,Electronics,127.38,Samsung,748
P000689,electronics,441.45,sony,971
P000690,Electronics,717.89,Boat,769
P000691,electronics,525.2,Samsung,791
P000692,electronics,346.97,Samsung,697
P000693,Home,436.63,sony,825
P000694,Fashion,395.94,sony,299
P000695,Beauty,1368.03,Boat,128
P000696,electronics,691.15,,404
P000697,Fashion,283.19,,954
P000698,Sports,629.67,Sony,661
P000699,,451.35,Nike,951
P000700,Electronics,693.33,Boat,631
P000701,Electronics,351.9,sony,295
P000702,,230.22,Sony,900
P000703,,215.76,Samsung,252
P000704,Beauty,198.39,sony,359
P000705,electronics,397.82,,937
P000706,Home,329.85,sony,581
P000707,Home,133.17,Samsung,423
P000708,Home,259.11,Boat,250
P000709,electronics,288.27,Nike,578
P000710,Beauty,392.57,sony,356
P000711,Electronics,441.88,Nike,178
P000712,Electronics,655.69,Boat,541
P000713,electronics,254.15,,280
P000714,,518.74,Sony,434
P000715,Fashion,459.93,,946
P000716,Fashion,617.47,,783
P000717,Electronics,672.48,Samsung,722
P000718,Sports,340.51,Nike,864
P000719,,827.97,Samsung,833
P000720,Electronics,958.43,,624
P000721,Home,227.55,Boat,630
P000722,Home,72.08,,943
P000723,Beauty,405.02,Nike,324
P000724,Home,90.11,Sony,955
P000725,Fashion,455.71,Nike,191
P000726,Beauty,548.92,Sony,263
P000727,,218.28,,344
P000728,,90.21,Samsung,284
P000729,Home,497.53,Boat,933
P000730,electronics,259.0,sony,438
P000731,Beauty,249.67,,793
P000732,electronics,474.36,Sony,297
P000733,electronics,120.53,Nike,187
P000734,Fashion,284.09,Sony,883
P000735,Beauty,380.32,Sony,282
P000736,Fashion,372.62,Samsung,401
P000737,Sports,130.05,Sony,754
P000738,Electronics,348.83,Boat,731
P000739,Beauty,121.58,Sony,358
P000740,Sports,880.21,,151
P000741,electronics,557.41,Boat,102
P000742,Electronics,485.84,Sony,698
P000743,Fashion,430.15,,585
P000744,electronics,514.8,sony,131
P000745,,852.2,Sony,710
P000746,Electronics,207.83,Samsung,59
P000747,Beauty,531.41,,339
P000748,Sports,419.91,Sony,859
P000749,Electronics,473.91,Samsung,106
P000750,,1301.29,sony,184
P000751,Home,185.35,Nike,971
P000752,Beauty,239.03,Samsung,22
P000753,Fashion,676.08,,775
P000754,Electronics,316.3,Nike,478
P000755,Electronics,289.54,sony,746
P000756,electronics,1359.62,Boat,146
P000757,Fashion,292.87,Samsung,672
P000758,electronics,55122.0,sony,609
P000759,Sports,405.21,sony,859
P000760,electronics,276.15,Boat,259
P000761,Fashion,639.96,Sony,409
P000762,Fashion,468.08,,606
P000763,Sports,151.95,,484
P000764,Fashion,451.82,Nike,76
P000765,Beauty,340.23,Nike,607
P000766,electronics,1339.28,Boat,520
P000767,electronics,22007.5,Samsung,140
P000768,Electronics,211.48,Sony,657
P000769,Sports,420.12,Sony,96
P000770,,319.26,Boat,92
P000771,Electronics,302.01,sony,401
P000772,,630.57,Boat,2
P000773,Fashion,461.74,,685
P000774,,956.58,Sony,634
P000775,Sports,893.57,Samsung,752
P000776,Sports,456.23,Boat,716
P000777,Sports,332.83,sony,269
P000778,Home,395.11,,818
P000779,Home,472.33,sony,163
P000780,Sports,794.64,,804
P000781,Fashion,496.89,sony,15
P000782,Home,208.92,Nike,196
P000783,Beauty,236.34,Samsung,994
P000784,Beauty,460.04,Samsung,878
P000785,Electronics,146.35,Samsung,910
P000786,,383.2,,53
P000787,Electronics,565.32,sony,689
P000788,Fashion,336.59,Sony,748
P000789,Electronics,327.93,Samsung,822
P000790,,129.84,,428
P000791,Beauty,828.61,Boat,783
P000792,,334.33,Sony,-15
P000793,electronics,438.72,sony,773
P000794,Electronics,30666.500000000004,Boat,515
P000795,,661.97,sony,394
P000796,,195.81,,234
P000797,Fashion,741.68,Boat,87
P000798,Electronics,428.97,Nike,212
P000799,electronics,368.51,Sony,248
